ID_Aluno,Idade,Tipo_escola,Escolaridade,Estado,Municipio,Trabalhando,Estudando,Concluiu_EAD,Aprender_EAD,Recursos,Disponibilidade_Tutoria,Disponibilidade_3_Meses,Pessoas_Casa,Renda_Familiar,Conheceu_PROA,Horario_Estudando,Data_Inscrição,Dias_Espera_Aprovacao,Dias_Espera_Inicio
2137,18,public,Cursando o 3º ano do Ensino Médio,RJ,Itaboraí,Não,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,19/10/2022,52.0,89
2138,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,19/10/2022,1.0,89
2139,22,public,Cursando o Ensino Superior,RJ,Rio de Janeiro,Não,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Indicação de ex-aluno do PROA ou atual,Já concluí,19/10/2022,0.0,89
2147,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Sim,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,19/10/2022,16.0,89
2148,21,public,Cursando o 3º ano do Ensino Médio,SP,Diadema,Não,Não,Nunca realizei um curso a distância,Quase nada,Celular próprio/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Programa de televisão,Já concluí,19/10/2022,0.0,89
2149,19,public,Cursando o 3º ano do Ensino Médio,SP,Jambeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,6,Até 1 salário mínimo (até R$1.100),Instagram,Noite,19/10/2022,7.0,89
2157,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,19/10/2022,0.0,89
2158,20,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,19/10/2022,0.0,89
2159,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Indicação de familiar,Noite,19/10/2022,14.0,89
2167,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,19/10/2022,0.0,89
2168,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Já concluí,19/10/2022,0.0,89
2169,22,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,19/10/2022,0.0,89
2177,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Já concluí,19/10/2022,0.0,89
2178,20,public,Cursando o 3º ano do Ensino Médio,SP,Cotia,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,19/10/2022,0.0,89
2179,18,public,Cursando o 3º ano do Ensino Médio,SP,Campinas,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Celular compartilhado com outro familiar/Internet wifi/Internet 4G,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação na escola,Manhã,19/10/2022,1.0,89
2187,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Tarde,20/10/2022,0.0,88
2188,22,public,Cursando o 3º ano do Ensino Médio,SP,Carapicuíba,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,20/10/2022,4.0,88
2189,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,20/10/2022,0.0,88
2197,19,public,Cursando o 3º ano do Ensino Médio,SC,Florianópolis,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Instagram,Tarde,20/10/2022,0.0,88
2198,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Noite,20/10/2022,16.0,88
2199,22,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,20/10/2022,0.0,88
2207,19,public,Cursando o 3º ano do Ensino Médio,SC,Itapoá,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,20/10/2022,0.0,88
2208,19,public,Cursando o 3º ano do Ensino Médio,SP,Votorantim,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Não,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Facebook,Já concluí,20/10/2022,0.0,88
2209,20,public,Cursando o 3º ano do Ensino Médio,SP,Santos,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,20/10/2022,0.0,88
2217,17,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Divulgação na escola,Manhã,20/10/2022,14.0,88
2218,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,20/10/2022,0.0,88
2219,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Já concluí,20/10/2022,0.0,88
2227,19,public,Ensino Médio concluído,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,20/10/2022,0.0,88
2228,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,6,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,20/10/2022,0.0,88
2229,19,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Google,Manhã,20/10/2022,11.0,88
2237,18,public,Cursando o 3º ano do Ensino Médio,RS,Canoas,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Mais que 5 salários mínimos (mais que R$5.500),Indicação de familiar,Manhã,20/10/2022,0.0,88
2238,18,public,Cursando o 3º ano do Ensino Médio,RJ,São Gonçalo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Manhã,20/10/2022,0.0,88
2239,17,public,Cursando o 3º ano do Ensino Médio,SP,Monte Aprazível,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Divulgação na escola,Noite,21/10/2022,0.0,87
2247,18,public,Cursando o 3º ano do Ensino Médio,RJ,Itaguaí,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,9,Até 1 salário mínimo (até R$1.100),Instagram,Manhã,21/10/2022,0.0,87
2248,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Noite,21/10/2022,0.0,87
2249,22,public,Cursando o 3º ano do Ensino Médio,SP,Registro,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Quase nada,Computador/Celular próprio/Tablet compartilhado/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Site de notícias,Já concluí,21/10/2022,16.0,87
2257,18,public,Cursando o 3º ano do Ensino Médio,SP,Leme,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de familiar,Integral,21/10/2022,0.0,87
2258,18,scholarship,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Tarde,21/10/2022,0.0,87
2259,18,public,Cursando o 3º ano do Ensino Médio,SP,Salto,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Instagram,Manhã,21/10/2022,10.0,87
2267,18,public,Cursando o 3º ano do Ensino Médio,SC,Joinville,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,21/10/2022,0.0,87
2268,18,public,Cursando o 3º ano do Ensino Médio,RJ,Maricá,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Integral,21/10/2022,0.0,87
2269,20,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Sim,SIm e fiz totalmente pelo celular,Eu prefiro cursos presenciais,Celular próprio,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Já concluí,21/10/2022,7.0,87
2277,17,public,Cursando o 3º ano do Ensino Médio,SC,Blumenau,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Site de notícias,Manhã,21/10/2022,0.0,87
2278,21,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Tablet próprio/Internet wifi/Internet 4G,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Indicação de familiar,Já concluí,21/10/2022,0.0,87
2279,18,public,Cursando o 3º ano do Ensino Médio,SC,Blumenau,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Site de notícias,Noite,21/10/2022,0.0,87
2287,19,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Não,Sim,Sim e fiz totalmente pelo computador,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Manhã,21/10/2022,0.0,87
2288,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,1,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Google,Já concluí,21/10/2022,0.0,87
2289,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,7,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,21/10/2022,0.0,87
2297,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Tablet próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Noite,22/10/2022,0.0,86
2298,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Noite,22/10/2022,0.0,86
2299,18,public,Cursando o 3º ano do Ensino Médio,SP,Tarumã,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,22/10/2022,1.0,86
2307,19,public,Cursando o 3º ano do Ensino Médio,RS,Porto Alegre,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Noite,22/10/2022,0.0,86
2308,18,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,Mais que 10,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Integral,22/10/2022,0.0,86
2309,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet compartilhado/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Indicação de familiar,Já concluí,22/10/2022,0.0,86
2317,19,public,Cursando o 3º ano do Ensino Médio,SP,Biritiba Mirim,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,22/10/2022,0.0,86
2318,18,public,Cursando o 3º ano do Ensino Médio,SP,São Bernardo do Campo,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Tablet próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Noite,22/10/2022,0.0,86
2319,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Integral,22/10/2022,0.0,86
2327,20,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Sim,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,1,Até 1 salário mínimo (até R$1.100),Facebook,Já concluí,22/10/2022,0.0,86
2328,19,public,Cursando o 3º ano do Ensino Médio,RJ,Barra do Piraí,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,22/10/2022,0.0,86
2329,18,public,Cursando o 3º ano do Ensino Médio,RJ,São João de Meriti,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,23/10/2022,3.0,85
2337,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Sim,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,23/10/2022,0.0,85
2338,20,public,Ensino Médio concluído e não estudando,SP,São Paulo,Sim,Não,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Indicação de ex-aluno do PROA ou atual,Já concluí,23/10/2022,0.0,85
2339,22,public,Cursando o 3º ano do Ensino Médio,SP,Suzano,Sim,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,23/10/2022,0.0,85
2347,19,public,Cursando o 3º ano do Ensino Médio,RJ,Itaboraí,Sim,Não,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet 4G,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,23/10/2022,5.0,85
2348,19,public,Cursando o 3º ano do Ensino Médio,RJ,Niterói,Não,Sim,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Já concluí,23/10/2022,0.0,85
2349,22,public,Cursando o 3º ano do Ensino Médio,RJ,Angra dos Reis,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Facebook,Noite,23/10/2022,0.0,85
2357,20,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Outros,Já concluí,23/10/2022,1.0,85
2358,19,public,Cursando o 3º ano do Ensino Médio,SP,São Bernardo do Campo,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 4 e 5 salários mínimos (R$4.400 – R$5.500),Influenciador,Já concluí,23/10/2022,5.0,85
2359,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi/Internet 4G,Sim,Sim,7,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Já concluí,23/10/2022,0.0,85
2367,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Até 1 salário mínimo (até R$1.100),Instagram,Noite,24/10/2022,0.0,84
2368,17,public,Cursando o 3º ano do Ensino Médio,SP,Lucélia,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio/Internet wifi,Sim,Sim,5,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Instagram,Noite,24/10/2022,0.0,84
2369,19,public,Cursando o 3º ano do Ensino Médio,RJ,Japeri,Não,Sim,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,3,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Noite,24/10/2022,0.0,84
2377,21,public,Cursando o 3º ano do Ensino Médio,RJ,Queimados,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Celular próprio/Internet wifi,Sim,Sim,2,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,24/10/2022,0.0,84
2378,22,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Ainda não concluí um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio,Sim,Sim,1,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Site de notícias,Noite,24/10/2022,13.0,84
2379,19,public,Cursando o 3º ano do Ensino Médio,SP,Santa Bárbara d'Oeste,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Instagram,Noite,24/10/2022,0.0,84
2387,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi,Sim,Sim,4,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Instagram,Manhã,24/10/2022,5.0,84
2388,18,public,Cursando o 3º ano do Ensino Médio,SP,Mauá,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Instagram,Manhã,24/10/2022,0.0,84
2389,17,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Divulgação na escola,Integral,24/10/2022,9.0,84
2397,18,public,Cursando o 3º ano do Ensino Médio,SP,Ribeirão Preto,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Noite,24/10/2022,0.0,84
2398,21,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,5,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,24/10/2022,0.0,84
2399,17,public,Cursando o 3º ano do Ensino Médio,SP,Osasco,Sim,Sim,Sim e fiz totalmente pelo computador,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio/Internet wifi/Internet 4G,Sim,Sim,4,Entre 3 e 4 salários mínimos (R$3.300 – R$4.400),Outros,Noite,24/10/2022,0.0,84
2407,17,public,Cursando o 3º ano do Ensino Médio,RJ,São Gonçalo,Não,Sim,Sim e fiz parcialmente pelo computador e parcialmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Computador/Celular próprio,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Instagram,Manhã,24/10/2022,0.0,84
2408,19,public,Cursando o 3º ano do Ensino Médio,RS,Viamão,Não,Sim,Nunca realizei um curso a distância,Não sei dizer,Celular próprio,Sim,Sim,4,Mais que 5 salários mínimos (mais que R$5.500),Instagram,Manhã,24/10/2022,0.0,84
2409,19,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Não,SIm e fiz totalmente pelo celular,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Internet wifi,Sim,Sim,2,Entre 1 e 2 salários mínimos (R$1.100 – R$2.200),Facebook,Manhã,24/10/2022,0.0,84
2417,19,public,Cursando o 3º ano do Ensino Médio,RJ,Rio de Janeiro,Não,Não,Ainda não concluí um curso a distância,Eu prefiro cursos presenciais,Computador/Celular próprio/Internet wifi,Sim,Sim,3,Até 1 salário mínimo (até R$1.100),Instagram,Já concluí,24/10/2022,0.0,84
2418,18,public,Cursando o 3º ano do Ensino Médio,SP,São Paulo,Não,Sim,Nunca realizei um curso a distância,Muito eu tenho uma rotina definida para participar de cursos a distância,Celular próprio/Celular compartilhado com outro familiar/Internet wifi,Sim,Sim,4,Entre 2 e 3 salários mínimos (R$2.200 – R$3.300),Outros,Integral,24/10/2022,16.0,84
